candidate_id,candidate_name,domain,jurisdiction,incumbent_standard,origin_or_formalization,lock_in_period,historical_objective,historical_constraints,historical_evidence,technology_change,other_changes,modern_decision_variable,outcomes,datasets,switching_costs,network_costs,regulation,safety,externalities,identifiability,tractability,comparability,source_quality,negative_control_suitability,tfsc_relevance,technology_mediated_relevance,historical_evidence_score,technology_relevance_score,decision_clarity_score,current_data_score,identifiability_score,counterfactual_feasibility_score,transition_cost_feasibility_score,source_quality_score,comparability_score,total_score,exclusion_flag,verification_status,screening_status,screening_reason
HD04,Standard bed dimensions,household_demography,International or jurisdiction-specific; verify before selection,Regional fixed mattress sizes,Furniture-market conventions,To be established from authoritative historical sources,Provide mass-market dimensions and defaults for a reference household or body.,"Limited anthropometric data, fixed production, and weak personalization.",Candidate-level lead only; authoritative history not yet verified,Flexible manufacturing and compact-home design,"Ageing, body-size distributions, disability inclusion, and household composition.",Bed footprint and modularity,"Sleep space, housing use, compatibility, cost",Housing and anthropometric surveys,"Housing stock, furniture, appliance tooling, and replacement cycles.","Compatibility with rooms, products, and supply chains.","Housing, accessibility, product, and consumer rules may apply.","Falls, reach, posture, thermal exposure, and misuse matter.","Accessibility, material use, care burden, and housing affordability.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,manufacturing flexibility,1,2,2,1,1,1,1,0,1,10,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
HD05,Family-size package defaults,household_demography,International or jurisdiction-specific; verify before selection,Pack sizes based on conventional household units,Retail and production practice,To be established from authoritative historical sources,Provide mass-market dimensions and defaults for a reference household or body.,"Limited anthropometric data, fixed production, and weak personalization.",Candidate-level lead only; authoritative history not yet verified,Demand data and flexible packaging,"Ageing, body-size distributions, disability inclusion, and household composition.",Pack size distribution,"Waste, unit cost, convenience, material",Household expenditure and food-waste surveys,"Housing stock, furniture, appliance tooling, and replacement cycles.","Compatibility with rooms, products, and supply chains.","Housing, accessibility, product, and consumer rules may apply.","Falls, reach, posture, thermal exposure, and misuse matter.","Accessibility, material use, care burden, and housing affordability.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,computation; manufacturing flexibility,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
HD06,Residential thermostat guidance,household_demography,International or jurisdiction-specific; verify before selection,Uniform recommended setpoints,Energy-conservation guidance,To be established from authoritative historical sources,Provide mass-market dimensions and defaults for a reference household or body.,"Limited anthropometric data, fixed production, and weak personalization.",Candidate-level lead only; authoritative history not yet verified,Occupancy sensing and personalized control,"Ageing, body-size distributions, disability inclusion, and household composition.",Setpoint by occupant and time,"Energy, health, comfort, affordability","Time-use, health, and smart-thermostat studies","Housing stock, furniture, appliance tooling, and replacement cycles.","Compatibility with rooms, products, and supply chains.","Housing, accessibility, product, and consumer rules may apply.","Falls, reach, posture, thermal exposure, and misuse matter.","Accessibility, material use, care burden, and housing affordability.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,sensing; personalization,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
HD07,Fixed appliance cycle defaults,household_demography,International or jurisdiction-specific; verify before selection,Standard default wash or dry cycle,Appliance design and test practice,To be established from authoritative historical sources,Provide mass-market dimensions and defaults for a reference household or body.,"Limited anthropometric data, fixed production, and weak personalization.",Candidate-level lead only; authoritative history not yet verified,Load sensing and adaptive cycle control,"Ageing, body-size distributions, disability inclusion, and household composition.","Water, temperature, and duration by load","Energy, water, cleaning, fabric wear",Regulatory test data and field studies,"Housing stock, furniture, appliance tooling, and replacement cycles.","Compatibility with rooms, products, and supply chains.","Housing, accessibility, product, and consumer rules may apply.","Falls, reach, posture, thermal exposure, and misuse matter.","Accessibility, material use, care burden, and housing affordability.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,sensing; adaptive control,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
HD08,School furniture dimensions,household_demography,International or jurisdiction-specific; verify before selection,Desk/chair sizes assigned by age bands,Education furniture standards,To be established from authoritative historical sources,Provide mass-market dimensions and defaults for a reference household or body.,"Limited anthropometric data, fixed production, and weak personalization.",Candidate-level lead only; authoritative history not yet verified,Current anthropometry and adjustable furniture,"Ageing, body-size distributions, disability inclusion, and household composition.",Dimension range and assignment rule,"Fit, posture, cost, classroom density",National anthropometric surveys,"Housing stock, furniture, appliance tooling, and replacement cycles.","Compatibility with rooms, products, and supply chains.","Housing, accessibility, product, and consumer rules may apply.","Falls, reach, posture, thermal exposure, and misuse matter.","Accessibility, material use, care burden, and housing affordability.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,sensing; manufacturing flexibility,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
HD09,Clothing-size standards,household_demography,International or jurisdiction-specific; verify before selection,Discrete regional size codes,Apparel standards and industry practice,To be established from authoritative historical sources,Provide mass-market dimensions and defaults for a reference household or body.,"Limited anthropometric data, fixed production, and weak personalization.",Candidate-level lead only; authoritative history not yet verified,Body scanning and made-to-measure production,"Ageing, body-size distributions, disability inclusion, and household composition.",Size grid and labeling,"Fit, returns, inclusion, production complexity",Anthropometric surveys and retail returns,"Housing stock, furniture, appliance tooling, and replacement cycles.","Compatibility with rooms, products, and supply chains.","Housing, accessibility, product, and consumer rules may apply.","Falls, reach, posture, thermal exposure, and misuse matter.","Accessibility, material use, care burden, and housing affordability.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,sensing; computation,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
HD10,Residential occupancy assumptions,household_demography,International or jurisdiction-specific; verify before selection,Design loads based on standard household profiles,Building energy and utility models,To be established from authoritative historical sources,Provide mass-market dimensions and defaults for a reference household or body.,"Limited anthropometric data, fixed production, and weak personalization.",Candidate-level lead only; authoritative history not yet verified,Smart-meter and occupancy data,"Ageing, body-size distributions, disability inclusion, and household composition.",Design profile and diversity factor,"Capacity, energy, comfort, resilience",Residential energy surveys and load profiles,"Housing stock, furniture, appliance tooling, and replacement cycles.","Compatibility with rooms, products, and supply chains.","Housing, accessibility, product, and consumer rules may apply.","Falls, reach, posture, thermal exposure, and misuse matter.","Accessibility, material use, care burden, and housing affordability.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,sensing; computation,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
IS01,Periodic inventory counts,information_scarcity,International or jurisdiction-specific; verify before selection,Cycle counts and annual physical inventory,Accounting and warehouse practice,To be established from authoritative historical sources,Make robust recurring decisions with delayed or aggregated information.,"High sensing, communication, storage, and computation costs.",Candidate-level lead only; authoritative history not yet verified,"RFID, computer vision, and continuous inventory systems","Market volatility, privacy, cyber risk, and organizational complexity.",Count frequency and reconciliation rule,"Stock accuracy, labor, shrinkage, service",Open retail and warehouse datasets,"Sensors, data integration, model validation, and process redesign.","Shared identifiers, data formats, and multi-party coordination.","Privacy, auditability, financial, and sector-specific rules may apply.","Automation error, model drift, and degraded-mode operation matter.","Privacy, discrimination, congestion, waste, and systemic risk.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,sensing; communication,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
IS02,Fixed safety-stock formulas,information_scarcity,International or jurisdiction-specific; verify before selection,Static reorder buffers from historical averages,Inventory-control practice,To be established from authoritative historical sources,Make robust recurring decisions with delayed or aggregated information.,"High sensing, communication, storage, and computation costs.",Candidate-level lead only; authoritative history not yet verified,Streaming demand and supply-chain visibility,"Market volatility, privacy, cyber risk, and organizational complexity.",Safety stock by item and time,"Stockouts, holding, waste, resilience",M5 forecasting; open supply-chain datasets,"Sensors, data integration, model validation, and process redesign.","Shared identifiers, data formats, and multi-party coordination.","Privacy, auditability, financial, and sector-specific rules may apply.","Automation error, model drift, and degraded-mode operation matter.","Privacy, discrimination, congestion, waste, and systemic risk.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,communication; computation,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
IS03,Fixed reorder points,information_scarcity,International or jurisdiction-specific; verify before selection,Static inventory trigger,Inventory-control practice,To be established from authoritative historical sources,Make robust recurring decisions with delayed or aggregated information.,"High sensing, communication, storage, and computation costs.",Candidate-level lead only; authoritative history not yet verified,Real-time sales and probabilistic lead-time forecasts,"Market volatility, privacy, cyber risk, and organizational complexity.",Reorder threshold and quantity by state,"Service, cost, waste, volatility",M5 and retail transaction datasets,"Sensors, data integration, model validation, and process redesign.","Shared identifiers, data formats, and multi-party coordination.","Privacy, auditability, financial, and sector-specific rules may apply.","Automation error, model drift, and degraded-mode operation matter.","Privacy, discrimination, congestion, waste, and systemic risk.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,sensing; computation,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
IS04,Calendar equipment inspection,information_scarcity,International or jurisdiction-specific; verify before selection,Inspection after fixed operating time,Maintenance and safety standards,To be established from authoritative historical sources,Make robust recurring decisions with delayed or aggregated information.,"High sensing, communication, storage, and computation costs.",Candidate-level lead only; authoritative history not yet verified,Continuous condition monitoring,"Market volatility, privacy, cyber risk, and organizational complexity.",Inspection interval and alarm threshold,"Failure, downtime, inspection burden",NASA and PHM condition datasets,"Sensors, data integration, model validation, and process redesign.","Shared identifiers, data formats, and multi-party coordination.","Privacy, auditability, financial, and sector-specific rules may apply.","Automation error, model drift, and degraded-mode operation matter.","Privacy, discrimination, congestion, waste, and systemic risk.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,sensing; computation,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
IS05,Decennial census,information_scarcity,International or jurisdiction-specific; verify before selection,Population enumeration at long fixed intervals,National statistical law and administration,To be established from authoritative historical sources,Make robust recurring decisions with delayed or aggregated information.,"High sensing, communication, storage, and computation costs.",Candidate-level lead only; authoritative history not yet verified,Administrative data integration and digital registers,"Market volatility, privacy, cyber risk, and organizational complexity.",Enumeration frequency and update method,"Accuracy, cost, privacy, representation",National statistics quality reports,"Sensors, data integration, model validation, and process redesign.","Shared identifiers, data formats, and multi-party coordination.","Privacy, auditability, financial, and sector-specific rules may apply.","Automation error, model drift, and degraded-mode operation matter.","Privacy, discrimination, congestion, waste, and systemic risk.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,communication; digital records,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
IS06,Batch financial settlement,information_scarcity,International or jurisdiction-specific; verify before selection,End-of-day or multi-day clearing cycles,Banking operations and legacy systems,To be established from authoritative historical sources,Make robust recurring decisions with delayed or aggregated information.,"High sensing, communication, storage, and computation costs.",Candidate-level lead only; authoritative history not yet verified,Real-time gross settlement and distributed messaging,"Market volatility, privacy, cyber risk, and organizational complexity.",Settlement timing and liquidity rule,"Liquidity, risk, cost, resilience",Central-bank payment statistics,"Sensors, data integration, model validation, and process redesign.","Shared identifiers, data formats, and multi-party coordination.","Privacy, auditability, financial, and sector-specific rules may apply.","Automation error, model drift, and degraded-mode operation matter.","Privacy, discrimination, congestion, waste, and systemic risk.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,communication; automation,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
IS07,Static fraud rules,information_scarcity,International or jurisdiction-specific; verify before selection,Fixed thresholds and manually revised rules,Payment risk-control practice,To be established from authoritative historical sources,Make robust recurring decisions with delayed or aggregated information.,"High sensing, communication, storage, and computation costs.",Candidate-level lead only; authoritative history not yet verified,Streaming analytics and adaptive models,"Market volatility, privacy, cyber risk, and organizational complexity.",Alert and blocking rule by transaction context,"Fraud loss, false positives, bias, latency",Public fraud datasets,"Sensors, data integration, model validation, and process redesign.","Shared identifiers, data formats, and multi-party coordination.","Privacy, auditability, financial, and sector-specific rules may apply.","Automation error, model drift, and degraded-mode operation matter.","Privacy, discrimination, congestion, waste, and systemic risk.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,sensing; computation,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
IS08,Periodic credit scoring,information_scarcity,International or jurisdiction-specific; verify before selection,Score updated at application or reporting cycles,Credit-bureau practice,To be established from authoritative historical sources,Make robust recurring decisions with delayed or aggregated information.,"High sensing, communication, storage, and computation costs.",Candidate-level lead only; authoritative history not yet verified,Open banking and cash-flow analytics,"Market volatility, privacy, cyber risk, and organizational complexity.",Update frequency and feature set,"Default prediction, access, bias, privacy",Public credit datasets and regulatory studies,"Sensors, data integration, model validation, and process redesign.","Shared identifiers, data formats, and multi-party coordination.","Privacy, auditability, financial, and sector-specific rules may apply.","Automation error, model drift, and degraded-mode operation matter.","Privacy, discrimination, congestion, waste, and systemic risk.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,communication; computation,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
IS09,Static hazard maps,information_scarcity,International or jurisdiction-specific; verify before selection,Maps revised on multi-year cycles,Planning and insurance practice,To be established from authoritative historical sources,Make robust recurring decisions with delayed or aggregated information.,"High sensing, communication, storage, and computation costs.",Candidate-level lead only; authoritative history not yet verified,"Remote sensing, IoT gauges, and rapid modeling","Market volatility, privacy, cyber risk, and organizational complexity.",Hazard zone by current conditions,"Warning, exposure, false alarm, planning stability","Open satellite, weather, and hazard data","Sensors, data integration, model validation, and process redesign.","Shared identifiers, data formats, and multi-party coordination.","Privacy, auditability, financial, and sector-specific rules may apply.","Automation error, model drift, and degraded-mode operation matter.","Privacy, discrimination, congestion, waste, and systemic risk.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,sensing; computation,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
IS10,Climatological schedule rules,information_scarcity,International or jurisdiction-specific; verify before selection,Operations based on historical seasonal normals,"Agriculture, energy, and transport planning",To be established from authoritative historical sources,Make robust recurring decisions with delayed or aggregated information.,"High sensing, communication, storage, and computation costs.",Candidate-level lead only; authoritative history not yet verified,High-resolution forecasts and nowcasting,"Market volatility, privacy, cyber risk, and organizational complexity.",Operational trigger by forecast distribution,"Loss, delay, resource use, robustness",Open weather forecasts and observations,"Sensors, data integration, model validation, and process redesign.","Shared identifiers, data formats, and multi-party coordination.","Privacy, auditability, financial, and sector-specific rules may apply.","Automation error, model drift, and degraded-mode operation matter.","Privacy, discrimination, congestion, waste, and systemic risk.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,sensing; computation,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
IS11,Static wayfinding signs,information_scarcity,International or jurisdiction-specific; verify before selection,Fixed directional signage,Road and facility standards,To be established from authoritative historical sources,Make robust recurring decisions with delayed or aggregated information.,"High sensing, communication, storage, and computation costs.",Candidate-level lead only; authoritative history not yet verified,"GPS, indoor positioning, and live routing","Market volatility, privacy, cyber risk, and organizational complexity.",Information channel and route recommendation,"Travel time, accessibility, resilience, privacy",OpenStreetMap and mobility studies,"Sensors, data integration, model validation, and process redesign.","Shared identifiers, data formats, and multi-party coordination.","Privacy, auditability, financial, and sector-specific rules may apply.","Automation error, model drift, and degraded-mode operation matter.","Privacy, discrimination, congestion, waste, and systemic risk.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,communication; computation,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
IS12,Periodic utility-load forecasts,information_scarcity,International or jurisdiction-specific; verify before selection,Daily or seasonal forecast updates,Utility planning practice,To be established from authoritative historical sources,Make robust recurring decisions with delayed or aggregated information.,"High sensing, communication, storage, and computation costs.",Candidate-level lead only; authoritative history not yet verified,Streaming smart-meter and weather data,"Market volatility, privacy, cyber risk, and organizational complexity.",Forecast update interval and reserve response,"Forecast error, reserve cost, reliability",Open energy and weather datasets,"Sensors, data integration, model validation, and process redesign.","Shared identifiers, data formats, and multi-party coordination.","Privacy, auditability, financial, and sector-specific rules may apply.","Automation error, model drift, and degraded-mode operation matter.","Privacy, discrimination, congestion, waste, and systemic risk.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,sensing; computation,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
NC01,ISO shipping-container dimensions,null_controls,International or jurisdiction-specific; verify before selection,ISO intermodal container dimensions and corner fittings,ISO freight-container standards,To be established from authoritative historical sources,Provide durable compatibility and coordination across a large installed base.,Physical interoperability and costly multilateral coordination.,Candidate-level lead only; authoritative history not yet verified,Robotics and digital logistics improve handling without removing physical interchange,"Technology changed, but the coordination function may remain dominant.",Retain or alter container dimensions,"Compatibility, cube utilization, handling cost, stranded assets",ISO specifications and global freight statistics,System-wide replacement and migration are potentially prohibitive.,Very high installed-base and compatibility effects.,International and national standards may apply.,Loss of interoperability can create material hazards.,"Trade, access, resilience, and stranded assets.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,High,Technology-governance question concerning persistence under changed constraints,automation; digital coordination,3,2,2,1,1,1,3,2,2,17,,selection_sources_persisted_and_checked,frozen_network_control,ISO container dimensions provide a deliberately high-network-cost comparator where compatibility can rationally dominate technical re-optimization.
NC02,Standard railway gauge,null_controls,International or jurisdiction-specific; verify before selection,Dominant national or regional track gauge,Railway infrastructure standards,To be established from authoritative historical sources,Provide durable compatibility and coordination across a large installed base.,Physical interoperability and costly multilateral coordination.,Candidate-level lead only; authoritative history not yet verified,Advanced bogies and control do not remove network geometry,"Technology changed, but the coordination function may remain dominant.","Retain, convert, or dual-gauge network","Interoperability, capacity, conversion cost, safety",Infrastructure inventories and traffic statistics,System-wide replacement and migration are potentially prohibitive.,Very high installed-base and compatibility effects.,International and national standards may apply.,Loss of interoperability can create material hazards.,"Trade, access, resilience, and stranded assets.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,High,Technology-governance question concerning persistence under changed constraints,mechanical adaptation,1,2,2,1,1,1,1,0,1,10,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
NC03,A-series paper proportions,null_controls,International or jurisdiction-specific; verify before selection,ISO 216 constant-aspect paper series,ISO paper-size standard,To be established from authoritative historical sources,Provide durable compatibility and coordination across a large installed base.,Physical interoperability and costly multilateral coordination.,Candidate-level lead only; authoritative history not yet verified,Digital documents reduce paper use but preserve scaling convenience,"Technology changed, but the coordination function may remain dominant.",Retain or change aspect-ratio series,"Scaling, compatibility, paper use, migration",ISO specifications and printer-market data,System-wide replacement and migration are potentially prohibitive.,Very high installed-base and compatibility effects.,International and national standards may apply.,Loss of interoperability can create material hazards.,"Trade, access, resilience, and stranded assets.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,High,Technology-governance question concerning persistence under changed constraints,digital distribution,3,1,3,3,3,3,3,3,2,24,,selection_sources_persisted_and_checked,frozen_null_control,ISO A-series paper provides an analytic null: the square-root-of-two aspect ratio preserves shape under halving and should remain optimal for that unchanged objective.
NC04,Aviation phonetic alphabet,null_controls,International or jurisdiction-specific; verify before selection,ICAO spelling alphabet,International aviation and radio standardization,To be established from authoritative historical sources,Provide durable compatibility and coordination across a large installed base.,Physical interoperability and costly multilateral coordination.,Candidate-level lead only; authoritative history not yet verified,Digital datalink supplements but does not eliminate degraded voice channels,"Technology changed, but the coordination function may remain dominant.",Retain or redesign code words,"Comprehension, error, multilingual robustness, retraining",ICAO material and communication studies,System-wide replacement and migration are potentially prohibitive.,Very high installed-base and compatibility effects.,International and national standards may apply.,Loss of interoperability can create material hazards.,"Trade, access, resilience, and stranded assets.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,High,Technology-governance question concerning persistence under changed constraints,communication,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
NC05,SI base units,null_controls,International or jurisdiction-specific; verify before selection,International System of Units,International metrology agreements,To be established from authoritative historical sources,Provide durable compatibility and coordination across a large installed base.,Physical interoperability and costly multilateral coordination.,Candidate-level lead only; authoritative history not yet verified,Digital measurement increases precision but benefits from common units,"Technology changed, but the coordination function may remain dominant.",Retain or change unit definitions and dissemination,"Traceability, compatibility, conversion risk",BIPM publications and calibration data,System-wide replacement and migration are potentially prohibitive.,Very high installed-base and compatibility effects.,International and national standards may apply.,Loss of interoperability can create material hazards.,"Trade, access, resilience, and stranded assets.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,High,Technology-governance question concerning persistence under changed constraints,sensing; computation,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
NC06,Emergency exit pictograms,null_controls,International or jurisdiction-specific; verify before selection,Standardized graphical exit signs,Fire-safety and signage standards,To be established from authoritative historical sources,Provide durable compatibility and coordination across a large installed base.,Physical interoperability and costly multilateral coordination.,Candidate-level lead only; authoritative history not yet verified,Digital signage can adapt but static fail-safe symbols remain valuable,"Technology changed, but the coordination function may remain dominant.",Static versus adaptive sign system,"Recognition, power-loss resilience, compatibility",Standards and human-factors studies,System-wide replacement and migration are potentially prohibitive.,Very high installed-base and compatibility effects.,International and national standards may apply.,Loss of interoperability can create material hazards.,"Trade, access, resilience, and stranded assets.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,High,Technology-governance question concerning persistence under changed constraints,digital display,1,2,2,1,1,1,1,0,1,10,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
